pedido_id,data_pedido,cliente_id,cidade,estado,categoria,produto,quantidade,preco_unitario,valor_total,desconto,valor_final,forma_pagamento,status
PED01451,2024-07-22,CLI1191,Salvador,BA,Eletrônicos,Smartphone Samsung,1,3121.37,3121.37,0.0,3121.37,pix,entregue
PED01452,2024-08-19,CLI8425,Curitiba,PR,Brinquedos,Boneca Barbie,2,155.45,310.9,26.92,283.98,pix,entregue
PED01453,2024-06-21,CLI4052,Salvador,BA,Alimentos,Whey Protein 2kg,1,239.19,239.19,18.46,220.73,cartão débito,entregue
PED01454,2024-09-22,CLI2034,Porto Alegre,RS,Brinquedos,Carrinho Hot Wheels,4,48.21,192.84,9.9,182.94,cartão débito,entregue
PED01455,2024-03-02,CLI5844,Manaus,AM,Eletrônicos,Smart TV 50pol,2,1932.42,3864.84,481.22,3383.62,cartão crédito,processando
PED01456,2024-09-15,CLI7513,Belo Horizonte,MG,Beleza,Kit Skincare,4,132.34,529.36,6.59,522.77,pix,entregue
PED01457,2024-06-30,CLI3486,Manaus,AM,Calçados,Bota Couro,2,432.77,865.54,0.0,865.54,pix,processando
PED01458,2024-04-27,CLI9697,Florianópolis,SC,Alimentos,Azeite Importado,1,80.01,80.01,0.0,80.01,cartão crédito,entregue
PED01459,2024-03-18,CLI7947,Manaus,AM,Calçados,Tenis Nike,2,472.22,944.44,32.05,912.39,cartão crédito,entregue
PED01460,2024-08-03,CLI8667,Recife,PE,Eletrônicos,Fone Bluetooth,3,247.44,742.32,0.0,742.32,cartão débito,entregue
PED01461,2024-06-08,CLI2094,Curitiba,PR,Esporte,Bicicleta MTB,1,1227.26,1227.26,0.0,1227.26,cartão crédito,processando
PED01462,2024-05-04,CLI3612,Fortaleza,CE,Livros,O Senhor dos Aneis,2,88.86,177.72,0.0,177.72,boleto,entregue
PED01463,2024-04-25,CLI3300,Porto Alegre,RS,Livros,Sapiens,2,52.43,104.86,0.0,104.86,pix,entregue
PED01464,2024-05-21,CLI1176,Salvador,BA,Informática,SSD 1TB,2,382.33,764.66,0.0,764.66,boleto,entregue
PED01465,2024-12-04,CLI5895,Recife,PE,Alimentos,Whey Protein 2kg,5,136.42,682.1,48.2,633.9,cartão crédito,cancelado
PED01466,2024-06-23,CLI1671,Porto Alegre,RS,Informática,Teclado Mecanico,2,228.16,456.32,62.32,394.0,pix,processando
PED01467,2024-12-29,CLI8983,Florianópolis,SC,Esporte,Bicicleta MTB,4,1524.05,6096.2,0.0,6096.2,cartão débito,entregue
PED01468,2024-07-04,CLI9102,Curitiba,PR,Alimentos,Cafe Premium 500g,1,69.9,69.9,6.28,63.62,boleto,entregue
PED01469,2024-05-21,CLI9320,Porto Alegre,RS,Livros,O Senhor dos Aneis,1,111.91,111.91,0.0,111.91,cartão débito,entregue
PED01470,2024-10-26,CLI4627,Recife,PE,Esporte,Kit Musculacao,1,205.17,205.17,14.94,190.23,pix,entregue
PED01471,2024-09-22,CLI7268,Goiânia,GO,Esporte,Bicicleta MTB,4,1753.14,7012.56,395.32,6617.24,cartão crédito,cancelado
PED01472,2024-05-02,CLI7911,Salvador,BA,Roupas,Vestido Floral,1,199.37,199.37,0.0,199.37,pix,em transporte
PED01473,2024-09-24,CLI7532,São Paulo,SP,Eletrônicos,Fone Bluetooth,4,363.06,1452.24,0.0,1452.24,boleto,em transporte
PED01474,2024-11-18,CLI2618,Salvador,BA,Livros,Sapiens,1,50.8,50.8,0.0,50.8,cartão débito,entregue
PED01475,2024-12-15,CLI6773,Salvador,BA,Eletrônicos,Smart TV 50pol,4,2989.2,11956.8,0.0,11956.8,cartão crédito,entregue
PED01476,2024-03-23,CLI9966,Curitiba,PR,Brinquedos,LEGO City,3,337.46,1012.38,39.96,972.42,boleto,entregue
PED01477,2024-11-11,CLI4728,Manaus,AM,Livros,Python para Dados,2,147.58,295.16,14.78,280.38,cartão débito,processando
PED01478,2024-09-11,CLI4050,Goiânia,GO,Esporte,Bicicleta MTB,1,1887.07,1887.07,0.0,1887.07,pix,entregue
PED01479,2024-03-22,CLI6288,Belo Horizonte,MG,Esporte,Tenis Running,4,440.24,1760.96,236.61,1524.35,cartão crédito,entregue
PED01480,2024-10-13,CLI3914,Manaus,AM,Casa e Jardim,Vaso Decorativo,3,112.71,338.13,28.43,309.7,pix,cancelado
PED01481,2024-12-05,CLI5315,Fortaleza,CE,Roupas,Camiseta Polo,1,68.15,68.15,0.0,68.15,cartão crédito,em transporte
PED01482,2024-05-30,CLI2346,Belém,PA,Beleza,Secador Profissional,3,269.03,807.09,12.55,794.54,cartão débito,entregue
PED01483,2024-09-10,CLI4587,Curitiba,PR,Brinquedos,LEGO City,2,364.4,728.8,29.93,698.87,cartão crédito,entregue
PED01484,2024-01-11,CLI8917,Belém,PA,Brinquedos,Carrinho Hot Wheels,2,30.09,60.18,0.0,60.18,pix,entregue
PED01485,2024-09-22,CLI7547,Belém,PA,Alimentos,Azeite Importado,5,49.61,248.05,0.0,248.05,boleto,cancelado
PED01486,2024-05-14,CLI7065,Fortaleza,CE,Livros,Sapiens,3,75.34,226.02,27.24,198.78,cartão débito,entregue
PED01487,2024-12-25,CLI9819,Curitiba,PR,Beleza,Secador Profissional,3,173.11,519.33,25.06,494.27,pix,entregue
PED01488,2024-11-05,CLI6707,Curitiba,PR,Roupas,Vestido Floral,4,191.72,766.88,0.0,766.88,boleto,em transporte
PED01489,2024-08-12,CLI8146,Recife,PE,Alimentos,Cafe Premium 500g,4,40.77,163.08,11.26,151.82,cartão crédito,entregue
PED01490,2024-06-26,CLI3422,Recife,PE,Eletrônicos,Smart TV 50pol,4,2582.59,10330.36,0.0,10330.36,cartão crédito,em transporte
PED01491,2024-11-02,CLI8058,Recife,PE,Beleza,Perfume Importado,3,251.04,753.12,82.21,670.91,boleto,processando
PED01492,2024-12-22,CLI5991,Goiânia,GO,Calçados,Sandalia Havaianas,2,69.71,139.42,0.0,139.42,cartão débito,entregue
PED01493,2024-12-14,CLI6152,Belém,PA,Informática,SSD 1TB,4,357.69,1430.76,0.0,1430.76,cartão crédito,cancelado
PED01494,2024-02-02,CLI7778,Manaus,AM,Eletrônicos,Smart TV 50pol,3,2622.43,7867.29,83.8,7783.49,boleto,entregue
PED01495,2024-01-16,CLI9109,Goiânia,GO,Casa e Jardim,Jogo de Panelas,5,343.43,1717.15,215.26,1501.89,boleto,entregue
PED01496,2024-12-16,CLI7677,Fortaleza,CE,Beleza,Perfume Importado,1,337.61,337.61,0.0,337.61,pix,em transporte
PED01497,2024-03-31,CLI8051,Florianópolis,SC,Brinquedos,LEGO City,3,254.9,764.7,0.0,764.7,cartão débito,entregue
PED01498,2024-11-27,CLI2336,Goiânia,GO,Roupas,Camiseta Polo,3,96.13,288.39,0.0,288.39,cartão débito,entregue
PED01499,2024-01-31,CLI7113,Goiânia,GO,Roupas,Vestido Floral,3,93.88,281.64,41.49,240.15,cartão crédito,entregue
PED01500,2024-01-15,CLI7141,Belém,PA,Eletrônicos,Smart TV 50pol,1,1806.53,1806.53,0.0,1806.53,cartão crédito,entregue
PED01501,2024-06-25,CLI3534,Rio de Janeiro,RJ,Casa e Jardim,Vaso Decorativo,5,79.86,399.3,0.0,399.3,pix,entregue
PED01502,2024-03-17,CLI1497,Recife,PE,Informática,Mouse Gamer,4,282.46,1129.84,30.08,1099.76,pix,entregue
PED01503,2024-12-15,CLI9494,Belo Horizonte,MG,Alimentos,Cafe Premium 500g,3,67.4,202.2,0.0,202.2,cartão crédito,entregue
PED01504,2024-08-20,CLI9978,Goiânia,GO,Brinquedos,LEGO City,5,246.58,1232.9,62.4,1170.5,pix,processando
PED01505,2024-03-13,CLI9040,Curitiba,PR,Brinquedos,LEGO City,5,219.64,1098.2,0.0,1098.2,cartão crédito,processando
PED01506,2024-12-03,CLI2618,Florianópolis,SC,Livros,O Senhor dos Aneis,3,63.52,190.56,13.73,176.83,pix,entregue
PED01507,2024-07-20,CLI4292,Manaus,AM,Beleza,Secador Profissional,5,322.53,1612.65,0.0,1612.65,cartão débito,entregue
PED01508,2024-07-12,CLI9035,Rio de Janeiro,RJ,Calçados,Sandalia Havaianas,2,47.58,95.16,5.77,89.39,cartão crédito,entregue
PED01509,2024-09-11,CLI1903,Porto Alegre,RS,Roupas,Calça Jeans,5,162.3,811.5,0.0,811.5,pix,processando
PED01510,2024-10-19,CLI3840,Manaus,AM,Eletrônicos,Smartphone Samsung,1,1906.38,1906.38,0.0,1906.38,boleto,entregue
PED01511,2024-04-06,CLI9810,Salvador,BA,Eletrônicos,Smart TV 50pol,1,1866.09,1866.09,0.0,1866.09,cartão crédito,processando
PED01512,2024-07-08,CLI1732,Goiânia,GO,Livros,Sapiens,5,66.2,331.0,0.0,331.0,cartão crédito,entregue
PED01513,2024-04-14,CLI4387,Recife,PE,Brinquedos,LEGO City,2,413.72,827.44,0.0,827.44,pix,em transporte
PED01514,2024-12-18,CLI5758,Rio de Janeiro,RJ,Informática,Mouse Gamer,1,332.08,332.08,0.0,332.08,cartão crédito,entregue
PED01515,2024-07-24,CLI3554,São Paulo,SP,Beleza,Perfume Importado,4,310.11,1240.44,0.0,1240.44,cartão crédito,cancelado
PED01516,2024-10-19,CLI6074,Florianópolis,SC,Casa e Jardim,Vaso Decorativo,3,110.56,331.68,0.0,331.68,cartão crédito,em transporte
PED01517,2024-05-22,CLI8998,Curitiba,PR,Esporte,Kit Musculacao,1,366.35,366.35,0.0,366.35,cartão débito,cancelado
PED01518,2024-12-19,CLI2155,Curitiba,PR,Eletrônicos,Smart TV 50pol,4,1858.52,7434.08,143.72,7290.36,boleto,entregue
PED01519,2024-03-26,CLI5202,Florianópolis,SC,Roupas,Camiseta Polo,4,65.99,263.96,0.0,263.96,boleto,em transporte
PED01520,2024-03-02,CLI4311,Fortaleza,CE,Livros,Python para Dados,5,102.92,514.6,20.19,494.41,cartão crédito,cancelado
PED01521,2024-09-02,CLI2825,Rio de Janeiro,RJ,Brinquedos,LEGO City,2,355.47,710.94,0.0,710.94,cartão crédito,entregue
PED01522,2024-11-11,CLI8177,Salvador,BA,Livros,O Senhor dos Aneis,1,105.75,105.75,3.83,101.92,boleto,entregue
PED01523,2024-04-06,CLI6208,Curitiba,PR,Brinquedos,Carrinho Hot Wheels,1,48.2,48.2,0.0,48.2,cartão crédito,cancelado
PED01524,2024-03-30,CLI8569,Salvador,BA,Eletrônicos,Smartphone Samsung,3,3176.82,9530.46,0.0,9530.46,cartão crédito,em transporte
PED01525,2024-02-02,CLI4014,Curitiba,PR,Eletrônicos,Fone Bluetooth,4,188.27,753.08,0.0,753.08,boleto,entregue
PED01526,2024-05-05,CLI9659,Belém,PA,Beleza,Secador Profissional,4,157.59,630.36,0.0,630.36,cartão débito,cancelado
PED01527,2024-12-16,CLI7716,Rio de Janeiro,RJ,Calçados,Tenis Nike,5,587.46,2937.3,0.0,2937.3,pix,cancelado
PED01528,2024-01-20,CLI2700,Belo Horizonte,MG,Eletrônicos,Smart TV 50pol,2,2813.71,5627.42,0.0,5627.42,boleto,entregue
PED01529,2024-03-02,CLI1576,Curitiba,PR,Eletrônicos,Fone Bluetooth,1,290.68,290.68,33.52,257.16,pix,cancelado
PED01530,2024-11-11,CLI8367,Fortaleza,CE,Roupas,Camiseta Polo,4,144.35,577.4,24.46,552.94,boleto,entregue
PED01531,2024-03-19,CLI9789,Recife,PE,Brinquedos,Carrinho Hot Wheels,3,37.08,111.24,7.59,103.65,cartão débito,entregue
PED01532,2024-05-11,CLI7030,Belo Horizonte,MG,Calçados,Sandalia Havaianas,2,87.78,175.56,0.0,175.56,boleto,entregue
PED01533,2024-10-04,CLI7590,Curitiba,PR,Livros,Python para Dados,2,83.4,166.8,0.0,166.8,cartão crédito,processando
PED01534,2024-08-19,CLI7364,Recife,PE,Beleza,Perfume Importado,4,216.86,867.44,0.0,867.44,pix,entregue
PED01535,2024-05-05,CLI4128,Curitiba,PR,Beleza,Kit Skincare,4,95.97,383.88,0.0,383.88,pix,entregue
PED01536,2024-11-25,CLI4498,Porto Alegre,RS,Informática,Teclado Mecanico,4,419.28,1677.12,102.69,1574.43,pix,entregue
PED01537,2024-11-15,CLI1833,Fortaleza,CE,Brinquedos,LEGO City,5,395.67,1978.35,0.0,1978.35,cartão crédito,entregue
PED01538,2024-08-14,CLI4382,São Paulo,SP,Beleza,Secador Profissional,2,347.9,695.8,45.07,650.73,pix,cancelado
PED01539,2024-04-11,CLI7738,Belo Horizonte,MG,Calçados,Sandalia Havaianas,5,76.15,380.75,32.84,347.91,cartão débito,entregue
PED01540,2024-11-08,CLI9693,Belém,PA,Casa e Jardim,Vaso Decorativo,2,101.01,202.02,0.0,202.02,boleto,em transporte
PED01541,2024-01-05,CLI6431,São Paulo,SP,Eletrônicos,Smart TV 50pol,1,2901.75,2901.75,0.0,2901.75,cartão crédito,entregue
PED01542,2024-02-03,CLI6169,Salvador,BA,Beleza,Perfume Importado,2,340.33,680.66,0.0,680.66,pix,processando
PED01543,2024-02-21,CLI3618,Manaus,AM,Brinquedos,Boneca Barbie,3,164.43,493.29,0.0,493.29,cartão crédito,entregue
PED01544,2024-10-14,CLI8693,Manaus,AM,Livros,O Senhor dos Aneis,5,114.61,573.05,0.0,573.05,boleto,entregue
PED01545,2024-01-21,CLI7241,Belo Horizonte,MG,Casa e Jardim,Jogo de Panelas,2,377.3,754.6,0.0,754.6,pix,entregue
PED01546,2024-08-13,CLI3979,Belém,PA,Brinquedos,LEGO City,1,375.85,375.85,20.43,355.42,pix,entregue
PED01547,2024-02-13,CLI2128,Salvador,BA,Brinquedos,Carrinho Hot Wheels,5,37.03,185.15,0.0,185.15,cartão crédito,entregue
PED01548,2024-12-08,CLI6254,Curitiba,PR,Informática,Teclado Mecanico,4,566.71,2266.84,0.0,2266.84,cartão débito,em transporte
PED01549,2024-11-14,CLI7844,Belém,PA,Roupas,Calça Jeans,5,247.21,1236.05,0.0,1236.05,cartão crédito,entregue
PED01550,2024-01-13,CLI6219,Recife,PE,Esporte,Bicicleta MTB,5,1276.42,6382.1,0.0,6382.1,cartão crédito,entregue
PED01551,2024-05-19,CLI8505,Florianópolis,SC,Casa e Jardim,Vaso Decorativo,3,61.05,183.15,9.27,173.88,boleto,entregue
PED01552,2024-10-20,CLI5959,São Paulo,SP,Beleza,Secador Profissional,1,189.19,189.19,17.71,171.48,pix,entregue
PED01553,2024-06-20,CLI9398,Salvador,BA,Brinquedos,Boneca Barbie,4,84.32,337.28,35.26,302.02,pix,entregue
PED01554,2024-09-07,CLI5369,Porto Alegre,RS,Beleza,Perfume Importado,3,285.4,856.2,0.0,856.2,cartão crédito,entregue
PED01555,2024-03-06,CLI4980,Rio de Janeiro,RJ,Roupas,Vestido Floral,3,253.68,761.04,2.63,758.41,cartão crédito,entregue
PED01556,2024-02-14,CLI1158,Rio de Janeiro,RJ,Beleza,Perfume Importado,2,251.54,503.08,0.0,503.08,boleto,entregue
PED01557,2024-08-23,CLI6421,Goiânia,GO,Beleza,Secador Profissional,1,196.87,196.87,25.73,171.14,boleto,entregue
PED01558,2024-02-11,CLI2502,Belo Horizonte,MG,Informática,Mouse Gamer,1,281.95,281.95,0.0,281.95,boleto,entregue
PED01559,2024-11-16,CLI4156,Manaus,AM,Eletrônicos,Fone Bluetooth,2,202.55,405.1,23.51,381.59,pix,processando
PED01560,2024-05-27,CLI2003,Florianópolis,SC,Casa e Jardim,Vaso Decorativo,4,88.44,353.76,0.0,353.76,pix,entregue
PED01561,2024-03-14,CLI4102,Manaus,AM,Alimentos,Cafe Premium 500g,1,37.03,37.03,0.0,37.03,boleto,entregue
PED01562,2024-07-21,CLI5861,Goiânia,GO,Roupas,Camiseta Polo,2,136.38,272.76,9.32,263.44,pix,entregue
PED01563,2024-06-25,CLI4944,Florianópolis,SC,Alimentos,Azeite Importado,3,50.91,152.73,0.0,152.73,pix,entregue
PED01564,2024-06-25,CLI1989,Florianópolis,SC,Esporte,Kit Musculacao,2,225.86,451.72,0.0,451.72,pix,processando
PED01565,2024-10-28,CLI2079,Salvador,BA,Livros,O Senhor dos Aneis,4,60.72,242.88,3.21,239.67,pix,entregue
PED01566,2024-09-12,CLI9013,Porto Alegre,RS,Beleza,Kit Skincare,3,169.06,507.18,0.0,507.18,cartão débito,cancelado
PED01567,2024-08-24,CLI7606,Salvador,BA,Casa e Jardim,Jogo de Panelas,5,192.64,963.2,59.2,904.0,pix,processando
PED01568,2024-01-13,CLI6189,Belo Horizonte,MG,Brinquedos,Boneca Barbie,2,97.05,194.1,12.22,181.88,pix,processando
PED01569,2024-03-29,CLI4013,Belo Horizonte,MG,Calçados,Sandalia Havaianas,3,30.84,92.52,9.18,83.34,cartão crédito,entregue
PED01570,2024-01-12,CLI7426,Recife,PE,Eletrônicos,Fone Bluetooth,4,187.47,749.88,0.0,749.88,cartão crédito,entregue
PED01571,2024-08-10,CLI8984,Belo Horizonte,MG,Alimentos,Whey Protein 2kg,2,150.39,300.78,22.52,278.26,boleto,entregue
PED01572,2024-03-13,CLI9499,Curitiba,PR,Beleza,Perfume Importado,1,339.18,339.18,30.92,308.26,pix,processando
PED01573,2024-03-22,CLI6089,Salvador,BA,Casa e Jardim,Aspirador Robo,4,607.78,2431.12,0.0,2431.12,boleto,cancelado
PED01574,2024-06-23,CLI7117,Florianópolis,SC,Livros,Sapiens,1,69.96,69.96,0.0,69.96,boleto,processando
PED01575,2024-08-16,CLI7832,Salvador,BA,Calçados,Sandalia Havaianas,5,88.23,441.15,0.0,441.15,cartão crédito,entregue
PED01576,2024-08-31,CLI6582,Porto Alegre,RS,Beleza,Secador Profissional,2,423.04,846.08,80.45,765.63,pix,processando
PED01577,2024-10-20,CLI4883,Curitiba,PR,Beleza,Secador Profissional,2,420.56,841.12,98.61,742.51,cartão crédito,entregue
PED01578,2024-03-16,CLI6269,Belém,PA,Informática,Teclado Mecanico,1,325.38,325.38,18.75,306.63,cartão crédito,cancelado
PED01579,2024-02-04,CLI7382,Recife,PE,Brinquedos,Boneca Barbie,5,188.05,940.25,102.65,837.6,cartão crédito,processando
PED01580,2024-04-24,CLI1050,Goiânia,GO,Esporte,Tenis Running,2,445.51,891.02,63.32,827.7,cartão débito,entregue
PED01581,2024-06-12,CLI6147,Recife,PE,Informática,Teclado Mecanico,5,258.45,1292.25,0.0,1292.25,pix,cancelado
PED01582,2024-03-02,CLI1992,Porto Alegre,RS,Casa e Jardim,Vaso Decorativo,2,116.62,233.24,0.0,233.24,boleto,entregue
PED01583,2024-12-24,CLI5885,São Paulo,SP,Alimentos,Azeite Importado,3,52.41,157.23,0.0,157.23,cartão débito,entregue
PED01584,2024-07-07,CLI3418,Recife,PE,Calçados,Sandalia Havaianas,1,31.73,31.73,2.01,29.72,pix,em transporte
PED01585,2024-05-20,CLI5521,Recife,PE,Livros,Sapiens,2,69.69,139.38,2.25,137.13,cartão crédito,em transporte
PED01586,2024-01-09,CLI1858,Rio de Janeiro,RJ,Informática,Teclado Mecanico,3,265.16,795.48,0.0,795.48,cartão débito,cancelado
PED01587,2024-11-17,CLI6306,Fortaleza,CE,Brinquedos,Boneca Barbie,2,117.83,235.66,19.45,216.21,pix,entregue
PED01588,2024-10-18,CLI9383,São Paulo,SP,Beleza,Secador Profissional,1,343.09,343.09,0.0,343.09,cartão crédito,em transporte
PED01589,2024-02-22,CLI3676,Manaus,AM,Calçados,Sandalia Havaianas,1,85.62,85.62,0.0,85.62,boleto,entregue
PED01590,2024-02-05,CLI7562,Recife,PE,Roupas,Calça Jeans,3,137.49,412.47,0.0,412.47,pix,entregue
PED01591,2024-02-15,CLI8348,Curitiba,PR,Alimentos,Whey Protein 2kg,4,231.13,924.52,0.0,924.52,cartão crédito,entregue
PED01592,2024-11-25,CLI4694,Florianópolis,SC,Esporte,Bicicleta MTB,2,896.07,1792.14,6.51,1785.63,pix,entregue
PED01593,2024-06-12,CLI7349,Salvador,BA,Eletrônicos,Smartphone Samsung,2,3384.92,6769.84,139.8,6630.04,boleto,em transporte
PED01594,2024-12-08,CLI7798,Florianópolis,SC,Livros,O Senhor dos Aneis,5,105.93,529.65,0.0,529.65,pix,entregue
PED01595,2024-09-08,CLI6724,São Paulo,SP,Eletrônicos,Smartphone Samsung,5,1282.81,6414.05,0.0,6414.05,boleto,entregue
PED01596,2024-04-18,CLI9785,Belo Horizonte,MG,Informática,Teclado Mecanico,5,559.43,2797.15,0.0,2797.15,cartão crédito,em transporte
PED01597,2024-03-22,CLI5198,Curitiba,PR,Informática,Teclado Mecanico,3,422.51,1267.53,0.0,1267.53,cartão débito,entregue
PED01598,2024-01-15,CLI9385,Recife,PE,Beleza,Kit Skincare,4,94.3,377.2,0.0,377.2,pix,entregue
PED01599,2024-04-15,CLI5892,Curitiba,PR,Calçados,Tenis Nike,1,385.61,385.61,0.0,385.61,boleto,em transporte
PED01600,2024-11-16,CLI5134,Curitiba,PR,Casa e Jardim,Vaso Decorativo,3,68.88,206.64,0.0,206.64,cartão crédito,cancelado
PED01601,2024-06-19,CLI9185,Curitiba,PR,Eletrônicos,Fone Bluetooth,1,204.11,204.11,0.0,204.11,boleto,entregue
PED01602,2024-09-08,CLI5675,Recife,PE,Beleza,Kit Skincare,4,152.22,608.88,0.0,608.88,boleto,processando
PED01603,2024-01-16,CLI1819,Belém,PA,Casa e Jardim,Jogo de Panelas,5,176.82,884.1,0.0,884.1,cartão crédito,entregue
PED01604,2024-03-22,CLI1877,Rio de Janeiro,RJ,Eletrônicos,Fone Bluetooth,4,245.36,981.44,0.0,981.44,cartão débito,entregue
PED01605,2024-01-12,CLI1573,Porto Alegre,RS,Casa e Jardim,Aspirador Robo,3,645.66,1936.98,0.0,1936.98,cartão crédito,entregue
PED01606,2024-04-14,CLI1497,Rio de Janeiro,RJ,Calçados,Sandalia Havaianas,4,85.81,343.24,41.22,302.02,pix,entregue
PED01607,2024-10-23,CLI5475,Florianópolis,SC,Eletrônicos,Smartphone Samsung,1,2867.06,2867.06,0.0,2867.06,cartão débito,entregue
PED01608,2024-02-03,CLI7183,Fortaleza,CE,Informática,Teclado Mecanico,1,492.57,492.57,0.0,492.57,cartão crédito,entregue
PED01609,2024-01-23,CLI2032,Goiânia,GO,Brinquedos,Boneca Barbie,4,129.49,517.96,44.81,473.15,cartão débito,em transporte
PED01610,2024-12-09,CLI4081,Porto Alegre,RS,Esporte,Tenis Running,4,381.08,1524.32,0.0,1524.32,cartão crédito,em transporte
PED01611,2024-12-25,CLI4793,Recife,PE,Brinquedos,LEGO City,1,462.06,462.06,30.17,431.89,boleto,processando
PED01612,2024-08-29,CLI3685,Manaus,AM,Eletrônicos,Fone Bluetooth,3,172.1,516.3,0.0,516.3,cartão débito,em transporte
PED01613,2024-11-23,CLI7668,Salvador,BA,Beleza,Secador Profissional,5,312.23,1561.15,0.0,1561.15,cartão crédito,cancelado
PED01614,2024-12-10,CLI9884,Recife,PE,Livros,Python para Dados,4,158.68,634.72,14.06,620.66,pix,entregue
PED01615,2024-07-02,CLI8644,Goiânia,GO,Livros,O Senhor dos Aneis,5,75.19,375.95,0.0,375.95,pix,processando
PED01616,2024-11-16,CLI6597,Belo Horizonte,MG,Alimentos,Azeite Importado,2,84.49,168.98,0.0,168.98,pix,em transporte
PED01617,2024-07-21,CLI7864,Rio de Janeiro,RJ,Calçados,Bota Couro,2,493.17,986.34,122.01,864.33,cartão crédito,cancelado
PED01618,2024-10-08,CLI3698,Goiânia,GO,Alimentos,Cafe Premium 500g,5,34.15,170.75,0.0,170.75,boleto,entregue
PED01619,2024-07-21,CLI7435,Manaus,AM,Beleza,Kit Skincare,1,119.06,119.06,6.67,112.39,cartão crédito,cancelado
PED01620,2024-11-25,CLI3551,Recife,PE,Beleza,Secador Profissional,4,356.34,1425.36,48.28,1377.08,boleto,processando
PED01621,2024-09-10,CLI2183,Belo Horizonte,MG,Casa e Jardim,Vaso Decorativo,1,111.45,111.45,13.37,98.08,boleto,entregue
PED01622,2024-02-19,CLI1385,Curitiba,PR,Casa e Jardim,Aspirador Robo,3,1095.14,3285.42,0.0,3285.42,cartão crédito,entregue
PED01623,2024-05-09,CLI2948,Recife,PE,Esporte,Bicicleta MTB,2,1115.71,2231.42,23.88,2207.54,pix,entregue
PED01624,2024-04-16,CLI8020,Porto Alegre,RS,Livros,O Senhor dos Aneis,5,78.01,390.05,0.0,390.05,pix,cancelado
PED01625,2024-09-12,CLI6758,Salvador,BA,Brinquedos,Carrinho Hot Wheels,5,45.77,228.85,33.54,195.31,cartão crédito,entregue
PED01626,2024-10-27,CLI6751,Belém,PA,Brinquedos,Boneca Barbie,5,172.37,861.85,0.0,861.85,boleto,entregue
PED01627,2024-05-09,CLI2508,Manaus,AM,Eletrônicos,Fone Bluetooth,1,390.69,390.69,5.09,385.6,cartão crédito,entregue
PED01628,2024-08-28,CLI6289,São Paulo,SP,Roupas,Calça Jeans,4,207.34,829.36,0.0,829.36,cartão débito,cancelado
PED01629,2024-03-06,CLI1462,Belém,PA,Brinquedos,LEGO City,5,323.18,1615.9,0.0,1615.9,pix,entregue
PED01630,2024-10-01,CLI1798,Goiânia,GO,Roupas,Vestido Floral,2,178.0,356.0,20.73,335.27,cartão débito,cancelado
PED01631,2024-03-24,CLI5756,São Paulo,SP,Roupas,Vestido Floral,5,183.31,916.55,40.34,876.21,pix,entregue
PED01632,2024-09-03,CLI5080,Recife,PE,Livros,O Senhor dos Aneis,2,118.11,236.22,0.0,236.22,cartão crédito,entregue
PED01633,2024-12-15,CLI9083,Belém,PA,Calçados,Sandalia Havaianas,1,48.14,48.14,0.0,48.14,cartão crédito,em transporte
PED01634,2024-11-05,CLI1387,Belém,PA,Brinquedos,Carrinho Hot Wheels,1,28.55,28.55,0.0,28.55,pix,entregue
PED01635,2024-12-21,CLI9904,Salvador,BA,Beleza,Secador Profissional,4,156.16,624.64,0.0,624.64,cartão crédito,entregue
PED01636,2024-02-14,CLI6859,Porto Alegre,RS,Brinquedos,LEGO City,3,330.89,992.67,9.97,982.7,pix,entregue
PED01637,2024-10-19,CLI4219,Belo Horizonte,MG,Alimentos,Cafe Premium 500g,2,34.84,69.68,0.0,69.68,pix,em transporte
PED01638,2024-12-02,CLI7770,Belo Horizonte,MG,Alimentos,Whey Protein 2kg,5,162.08,810.4,0.0,810.4,cartão crédito,cancelado
PED01639,2024-12-25,CLI1183,Fortaleza,CE,Eletrônicos,Smartphone Samsung,2,1538.99,3077.98,0.0,3077.98,cartão débito,entregue
PED01640,2024-09-28,CLI5969,São Paulo,SP,Alimentos,Cafe Premium 500g,1,50.98,50.98,0.0,50.98,cartão crédito,entregue
PED01641,2024-09-02,CLI2622,Curitiba,PR,Casa e Jardim,Aspirador Robo,2,713.2,1426.4,0.0,1426.4,cartão crédito,entregue
PED01642,2024-12-07,CLI9353,Belo Horizonte,MG,Alimentos,Azeite Importado,5,82.93,414.65,0.0,414.65,cartão crédito,processando
PED01643,2024-03-25,CLI7774,Curitiba,PR,Roupas,Calça Jeans,5,248.28,1241.4,0.0,1241.4,boleto,entregue
PED01644,2024-06-13,CLI1453,Fortaleza,CE,Casa e Jardim,Aspirador Robo,4,635.8,2543.2,0.0,2543.2,cartão crédito,em transporte
PED01645,2024-03-06,CLI9348,Recife,PE,Beleza,Kit Skincare,4,152.77,611.08,68.62,542.46,pix,em transporte
PED01646,2024-02-08,CLI1506,Fortaleza,CE,Calçados,Tenis Nike,5,432.44,2162.2,0.0,2162.2,pix,entregue
PED01647,2024-05-22,CLI5601,Fortaleza,CE,Alimentos,Cafe Premium 500g,2,60.92,121.84,0.0,121.84,pix,em transporte
PED01648,2024-08-28,CLI8991,Manaus,AM,Beleza,Kit Skincare,5,152.64,763.2,97.92,665.28,pix,processando
